Id_member,Tanggal,Deskripsi_barang,Kategori
2082,2015-11-23,minyak goreng,Bahan dan Bumbu Makanan
2477,2015-04-06,nanas,Buah-buahan
1508,2015-10-03,kepiting,Ikan Segar
2682,2015-06-16,soda,Bahan dan Bumbu Makanan
1012,2015-03-27,susu sapi,Makanan dan Minuman
3591,2015-02-09,penyedap rasa,Bahan dan Bumbu Makanan
2004,2015-08-01,bayam,Sayuran
4272,2015-03-22,susu sapi,Makanan dan Minuman
1900,2015-09-24,yogurt,Makanan dan Minuman
3483,2015-11-22,apel,Buah-buahan
4686,2015-09-14,bayam,Sayuran
3757,2015-06-24,penyedap rasa,Bahan dan Bumbu Makanan
3484,2015-10-10,rempah-rempah,Bahan dan Bumbu Makanan
4314,2015-02-05,roti bolu,Makanan dan Minuman
1204,2015-07-23,nanas,Buah-buahan
1355,2015-03-28,soda,Bahan dan Bumbu Makanan
3463,2015-05-16,gurita,Ikan Segar
3548,2015-03-19,susu sapi,Makanan dan Minuman
2271,2015-02-01,mayones,Bahan dan Bumbu Makanan
2275,2015-05-19,bubur instan,Makanan dan Minuman
1275,2015-07-16,susu sapi,Makanan dan Minuman
4577,2015-04-11,pare,Sayuran
2286,2015-11-21,susu sapi,Makanan dan Minuman
4287,2015-06-08,pare,Sayuran
1781,2015-06-06,ikan sarden,Ikan Segar
2840,2015-07-08,roti bolu,Makanan dan Minuman
2585,2015-02-13,susu sapi,Makanan dan Minuman
2958,2015-01-27,apel,Buah-buahan
3788,2015-02-16,soda,Bahan dan Bumbu Makanan
3061,2015-05-12,margarin,Bahan dan Bumbu Makanan
1531,2015-01-19,daun singkong,Sayuran
3451,2015-08-31,ikan sarden,Ikan Segar
3119,2015-06-28,anggur,Buah-buahan
4015,2015-03-27,bayam,Sayuran
2869,2015-04-29,melon,Buah-buahan
4814,2015-12-02,soda,Bahan dan Bumbu Makanan
2978,2015-11-25,bayam,Sayuran
4789,2015-09-04,bawang putih,Sayuran
2151,2015-03-08,margarin,Bahan dan Bumbu Makanan
2390,2015-08-21,bayam,Sayuran
3634,2015-02-12,mayones,Bahan dan Bumbu Makanan
3394,2015-12-13,roti bolu,Makanan dan Minuman
1874,2015-08-06,gula,Bahan dan Bumbu Makanan
4671,2015-01-08,susu sapi,Makanan dan Minuman
3647,2015-03-03,bayam,Sayuran
1275,2015-02-17,bawang merah,Sayuran
3306,2015-09-28,yogurt,Makanan dan Minuman
1087,2015-03-19,nanas,Buah-buahan
3210,2015-12-23,apel,Buah-buahan
1136,2015-03-01,ikan sarden,Ikan Segar
3050,2015-06-21,air mineral,Makanan dan Minuman
4406,2015-01-02,susu sapi,Makanan dan Minuman
4277,2015-09-08,pare,Sayuran
2500,2015-06-12,udang,Ikan Segar
4704,2015-08-19,susu sapi,Makanan dan Minuman
4470,2015-12-23,tepung beras,Bahan dan Bumbu Makanan
4747,2015-08-24,bubuk pengembang,Bahan dan Bumbu Makanan
2550,2015-04-20,anggur,Buah-buahan
4783,2015-10-10,melon,Buah-buahan
2117,2015-07-11,daun singkong,Sayuran
4510,2015-03-09,keju,Makanan dan Minuman
4258,2015-11-12,nastar,Makanan dan Minuman
3535,2015-01-18,daun singkong,Sayuran
3095,2015-08-16,daging bebek,Daging-dagingan
4625,2015-07-04,bawang merah,Sayuran
2014,2015-06-23,yogurt,Makanan dan Minuman
1677,2015-09-12,nanas,Buah-buahan
4743,2015-04-07,minyak goreng,Bahan dan Bumbu Makanan
4212,2015-03-31,bayam,Sayuran
1087,2015-08-14,kelapa,Buah-buahan
3682,2015-12-10,air mineral,Makanan dan Minuman
2406,2015-10-03,roti bolu,Makanan dan Minuman
3915,2015-01-21,ikan nila,Ikan Segar
1901,2015-04-05,mentega,Bahan dan Bumbu Makanan
4992,2015-05-23,kopi instan,Makanan dan Minuman
4308,2015-07-04,soda,Bahan dan Bumbu Makanan
1566,2015-05-06,susu sapi,Makanan dan Minuman
2839,2015-10-31,susu sapi,Makanan dan Minuman
4666,2015-10-19,ikan sarden,Ikan Segar
2325,2015-04-16,soda,Bahan dan Bumbu Makanan
4238,2015-08-03,nanas,Buah-buahan
1983,2015-05-20,anggur,Buah-buahan
4798,2015-11-21,bubur instan,Makanan dan Minuman
3703,2015-06-16,soda,Bahan dan Bumbu Makanan
1456,2015-07-19,susu sapi,Makanan dan Minuman
3309,2015-02-09,seledri,Sayuran
1983,2015-09-08,daun singkong,Sayuran
2676,2015-07-04,penyedap rasa,Bahan dan Bumbu Makanan
1017,2015-09-30,beras,Bahan dan Bumbu Makanan
3793,2015-07-08,susu sapi,Makanan dan Minuman
1609,2015-03-05,kopi instan,Makanan dan Minuman
3459,2015-01-23,apel,Buah-buahan
1192,2015-09-01,alpukat,Buah-buahan
3044,2015-05-01,air mineral,Makanan dan Minuman
3661,2015-11-27,seledri,Sayuran
1188,2015-09-01,roti bolu,Makanan dan Minuman
1865,2015-02-08,nanas,Buah-buahan
1692,2015-06-28,soda,Bahan dan Bumbu Makanan
3577,2015-12-05,roti bolu,Makanan dan Minuman
4951,2015-03-13,apel,Buah-buahan
1714,2015-02-08,roti bolu,Makanan dan Minuman
1610,2015-05-26,pare,Sayuran
4652,2015-08-04,kue kering,Bahan dan Bumbu Makanan
4020,2015-11-04,kepiting,Ikan Segar
2633,2015-11-27,penyedap rasa,Bahan dan Bumbu Makanan
4305,2015-07-24,kopi,Makanan dan Minuman
2416,2015-02-15,yogurt,Makanan dan Minuman
3124,2015-09-04,susu sapi,Makanan dan Minuman
1422,2015-05-31,margarin,Bahan dan Bumbu Makanan
2101,2015-07-01,minyak goreng,Bahan dan Bumbu Makanan
2876,2015-10-30,nanas,Buah-buahan
2684,2015-11-01,roti bolu,Makanan dan Minuman
2377,2015-04-16,mentega,Bahan dan Bumbu Makanan
2394,2015-02-17,melon,Buah-buahan
4320,2015-01-13,jagung,Sayuran
1009,2015-05-10,yogurt,Makanan dan Minuman
1460,2015-01-13,bayam,Sayuran
1821,2015-04-20,kangkung,Sayuran
3182,2015-10-15,kue kering,Bahan dan Bumbu Makanan
1526,2015-11-26,susu sapi,Makanan dan Minuman
2070,2015-07-16,minyak,Bahan dan Bumbu Makanan
2534,2015-05-18,soda,Bahan dan Bumbu Makanan
3794,2015-04-28,air mineral,Makanan dan Minuman
1405,2015-02-28,susu sapi,Makanan dan Minuman
4544,2015-07-01,susu sapi,Makanan dan Minuman
2494,2015-10-06,margarin,Bahan dan Bumbu Makanan
3322,2015-02-02,kacang telur,Makanan dan Minuman
3655,2015-02-16,mentega,Bahan dan Bumbu Makanan
2918,2015-08-04,bayam,Sayuran
2584,2015-03-31,susu sapi,Makanan dan Minuman
2212,2015-04-16,daun singkong,Sayuran
3176,2015-01-08,telur ayam,Bahan dan Bumbu Makanan
4564,2015-06-13,nanas,Buah-buahan
4556,2015-08-17,ikan sarden,Ikan Segar
4573,2015-10-10,susu sapi,Makanan dan Minuman
2781,2015-10-04,bubuk lada,Bahan dan Bumbu Makanan
3316,2015-03-01,susu sapi,Makanan dan Minuman
1827,2015-02-05,tepung beras,Bahan dan Bumbu Makanan
4889,2015-03-02,minyak goreng,Bahan dan Bumbu Makanan
3548,2015-01-06,roti bolu,Makanan dan Minuman
2736,2015-07-17,daging sapi,Daging-dagingan
4927,2015-10-19,soda,Bahan dan Bumbu Makanan
3214,2015-12-22,pare,Sayuran
3275,2015-06-18,bayam,Sayuran
2909,2015-08-05,kopi,Makanan dan Minuman
4226,2015-06-12,minyak goreng,Bahan dan Bumbu Makanan
1622,2015-11-03,roti bolu,Makanan dan Minuman
1395,2015-12-10,penyedap rasa,Bahan dan Bumbu Makanan
2938,2015-06-06,bawang merah,Sayuran
3674,2015-08-13,yogurt,Makanan dan Minuman
2063,2015-08-11,keju,Makanan dan Minuman
4214,2015-07-10,buah jeruk,Buah-buahan
3042,2015-01-16,frozen food,Makanan dan Minuman
3877,2015-09-17,soda,Bahan dan Bumbu Makanan
2168,2015-11-25,roti bolu,Makanan dan Minuman
1503,2015-12-05,tepung beras,Bahan dan Bumbu Makanan
2769,2015-04-23,daging kambing,Daging-dagingan
4933,2015-02-27,kelapa,Buah-buahan
3082,2015-05-22,susu sapi,Makanan dan Minuman
1422,2015-01-01,jahe,Bahan dan Bumbu Makanan
3139,2015-02-26,kangkung,Sayuran
2200,2015-08-03,buah jeruk,Buah-buahan
4670,2015-08-31,pare,Sayuran
2053,2015-09-21,yogurt,Makanan dan Minuman
4847,2015-03-02,keju,Makanan dan Minuman
1185,2015-08-24,daging bebek,Daging-dagingan
4656,2015-12-25,pare,Sayuran
2741,2015-11-09,yogurt,Makanan dan Minuman
2654,2015-08-17,melon,Buah-buahan
2010,2015-12-19,pare,Sayuran
2586,2015-10-07,apel,Buah-buahan
3511,2015-11-15,bayam,Sayuran
4700,2015-06-06,beras,Bahan dan Bumbu Makanan
2235,2015-01-20,susu sapi,Makanan dan Minuman
2557,2015-10-23,mentimun,Sayuran
3462,2015-02-16,soda,Bahan dan Bumbu Makanan
1356,2015-02-04,ikan kembung,Ikan Segar
1477,2015-11-20,kelapa,Buah-buahan
3094,2015-06-13,daging sapi,Daging-dagingan
3981,2015-12-25,ikan salmon,Ikan Segar
1340,2015-01-23,susu sapi,Makanan dan Minuman
4015,2015-10-01,susu sapi,Makanan dan Minuman
1719,2015-10-09,susu sapi,Makanan dan Minuman
1542,2015-05-15,susu sapi,Makanan dan Minuman
1357,2015-10-04,roti cokelat,Makanan dan Minuman
4003,2015-11-21,pare,Sayuran
4224,2015-06-12,daun singkong,Sayuran
1292,2015-05-07,susu sapi,Makanan dan Minuman
4018,2015-04-28,susu sapi,Makanan dan Minuman
2721,2015-07-15,mentega,Bahan dan Bumbu Makanan
4016,2015-04-21,yogurt,Makanan dan Minuman
3654,2015-12-16,air mineral,Makanan dan Minuman
3745,2015-08-26,cokelat,Buah-buahan
2851,2015-09-16,kopi instan,Makanan dan Minuman
1474,2015-07-29,bubur instan,Makanan dan Minuman
3623,2015-05-02,roti cokelat,Makanan dan Minuman
1647,2015-12-20,kunyit,Bahan dan Bumbu Makanan
1312,2015-09-02,bayam,Sayuran
1218,2015-06-13,udang,Ikan Segar
4745,2015-12-24,bubur instan,Makanan dan Minuman
4994,2015-08-02,udang,Ikan Segar
1465,2015-09-11,melon,Buah-buahan
2380,2015-07-01,kepiting,Ikan Segar
1150,2015-05-25,gula,Bahan dan Bumbu Makanan
4371,2015-06-21,kepiting,Ikan Segar
4668,2015-01-02,kangkung,Sayuran
2167,2015-05-29,cokelat,Buah-buahan
3534,2015-09-03,yogurt,Makanan dan Minuman
3399,2015-12-07,bayam,Sayuran
1144,2015-08-13,ikan tongkol,Ikan Segar
2136,2015-10-02,susu sapi,Makanan dan Minuman
1888,2015-10-04,susu sapi,Makanan dan Minuman
4990,2015-12-14,cokelat,Buah-buahan
1731,2015-11-20,wafel,Bahan dan Bumbu Makanan
4632,2015-04-10,soda,Bahan dan Bumbu Makanan
3035,2015-11-29,kepiting,Ikan Segar
4376,2015-07-22,soda,Bahan dan Bumbu Makanan
3760,2015-04-06,soda,Bahan dan Bumbu Makanan
1135,2015-02-24,mentega,Bahan dan Bumbu Makanan
3132,2015-12-08,soda,Bahan dan Bumbu Makanan
1252,2015-11-03,daun singkong,Sayuran
3698,2015-08-24,susu sapi,Makanan dan Minuman
1442,2015-07-25,bawang merah,Sayuran
1160,2015-01-24,mangga,Buah-buahan
1451,2015-01-27,udang,Ikan Segar
2785,2015-01-02,daging sapi,Daging-dagingan
3159,2015-01-31,roti bolu,Makanan dan Minuman
3205,2015-01-17,nanas,Buah-buahan
2703,2015-03-27,air mineral,Makanan dan Minuman
1115,2015-01-22,yogurt,Makanan dan Minuman
2632,2015-05-24,tepung beras,Bahan dan Bumbu Makanan
2729,2015-07-23,bubuk lada,Bahan dan Bumbu Makanan
4334,2015-10-11,udang,Ikan Segar
1009,2015-09-23,saus tomat,Bahan dan Bumbu Makanan
3098,2015-04-09,air mineral,Makanan dan Minuman
1489,2015-07-03,beras,Bahan dan Bumbu Makanan
4240,2015-04-12,bayam,Sayuran
1096,2015-07-28,udang,Ikan Segar
3120,2015-11-14,bayam,Sayuran
1608,2015-11-13,buah jeruk,Buah-buahan
2298,2015-08-16,udang,Ikan Segar
4646,2015-07-31,air mineral,Makanan dan Minuman
3782,2015-03-02,minyak,Bahan dan Bumbu Makanan
2448,2015-12-29,daun singkong,Sayuran
4999,2015-05-16,tepung beras,Bahan dan Bumbu Makanan
1233,2015-08-13,bayam,Sayuran
1335,2015-09-13,wafel,Bahan dan Bumbu Makanan
1889,2015-08-28,daging ayam,Daging-dagingan
3815,2015-09-15,susu sapi,Makanan dan Minuman
3976,2015-09-20,air mineral,Makanan dan Minuman
3051,2015-01-23,bawang merah,Sayuran
2630,2015-02-15,udang,Ikan Segar
4182,2015-06-18,daging bebek,Daging-dagingan
1524,2015-05-03,soda,Bahan dan Bumbu Makanan
2165,2015-06-09,yogurt,Makanan dan Minuman
3710,2015-07-15,yogurt,Makanan dan Minuman
1859,2015-12-04,daging sapi,Daging-dagingan
1682,2015-01-11,alpukat,Buah-buahan
3682,2015-02-01,bubur instan,Makanan dan Minuman
1866,2015-07-13,daun singkong,Sayuran
1764,2015-11-15,soda,Bahan dan Bumbu Makanan
2016,2015-08-15,beri,Buah-buahan
3758,2015-06-03,yogurt,Makanan dan Minuman
1380,2015-09-04,mentimun,Sayuran
3063,2015-10-28,tepung beras,Bahan dan Bumbu Makanan
4782,2015-08-16,minyak goreng,Bahan dan Bumbu Makanan
3677,2015-04-21,cabai rawit,Sayuran
2315,2015-09-15,bubur instan,Makanan dan Minuman
3548,2015-11-06,ikan salmon,Ikan Segar
3198,2015-08-05,roti bolu,Makanan dan Minuman
1436,2015-01-03,marshmallow,Makanan dan Minuman
4874,2015-12-23,beras,Bahan dan Bumbu Makanan
4002,2015-08-28,susu sapi,Makanan dan Minuman
2911,2015-07-14,bayam,Sayuran
1611,2015-04-04,bayam,Sayuran
2561,2015-08-19,anggur,Buah-buahan
2343,2015-05-30,gurita,Ikan Segar
1021,2015-07-11,bubuk pengembang,Bahan dan Bumbu Makanan
3484,2015-05-15,roti bolu,Makanan dan Minuman
4378,2015-04-05,roti bolu,Makanan dan Minuman
1751,2015-03-25,nanas,Buah-buahan
1730,2015-01-24,susu sapi,Makanan dan Minuman
4669,2015-06-25,tepung beras,Bahan dan Bumbu Makanan
1184,2015-06-16,buah pir,Buah-buahan
4793,2015-04-11,soda,Bahan dan Bumbu Makanan
4600,2015-12-02,bubuk pengembang,Bahan dan Bumbu Makanan
3966,2015-11-01,susu sapi,Makanan dan Minuman
3017,2015-09-22,keju lembut,Bahan dan Bumbu Makanan
1834,2015-11-22,ikan kaleng,Ikan Segar
4508,2015-06-15,permen,Makanan dan Minuman
2879,2015-05-26,penyedap rasa,Bahan dan Bumbu Makanan
4643,2015-12-03,kopi,Makanan dan Minuman
3757,2015-03-02,roti cokelat,Makanan dan Minuman
1486,2015-08-20,telur ayam,Bahan dan Bumbu Makanan
3018,2015-01-18,soda,Bahan dan Bumbu Makanan
3600,2015-08-17,bayam,Sayuran
1239,2015-01-24,susu sapi,Makanan dan Minuman
1315,2015-07-11,cokelat,Buah-buahan
1654,2015-09-28,roti bolu,Makanan dan Minuman
3551,2015-07-24,daun singkong,Sayuran
2861,2015-02-12,susu sapi,Makanan dan Minuman
1170,2015-09-10,tepung beras,Bahan dan Bumbu Makanan
1351,2015-02-26,bayam,Sayuran
2645,2015-06-27,roti bolu,Makanan dan Minuman
4202,2015-02-05,bayam,Sayuran
2653,2015-02-03,bayam,Sayuran
3961,2015-05-03,mie instan,Bahan dan Bumbu Makanan
2441,2015-05-31,yogurt,Makanan dan Minuman
3637,2015-12-22,keju lembut,Bahan dan Bumbu Makanan
2329,2015-07-15,tepung beras,Bahan dan Bumbu Makanan
3858,2015-03-27,soda,Bahan dan Bumbu Makanan
4294,2015-02-03,kepiting,Ikan Segar
4765,2015-01-07,melon,Buah-buahan
4017,2015-11-10,yogurt,Makanan dan Minuman
4855,2015-01-05,buah pir,Buah-buahan
2673,2015-10-12,wortel,Sayuran
3352,2015-02-07,roti bolu,Makanan dan Minuman
1391,2015-08-21,yogurt,Makanan dan Minuman
4352,2015-12-29,bayam,Sayuran
1298,2015-07-27,bubur instan,Makanan dan Minuman
1618,2015-02-08,susu sapi,Makanan dan Minuman
2433,2015-06-21,bayam,Sayuran
4992,2015-01-03,nanas,Buah-buahan
3515,2015-04-21,pare,Sayuran
1786,2015-10-02,buah jeruk,Buah-buahan
3844,2015-06-27,bayam,Sayuran
3914,2015-08-01,kue bar,Makanan dan Minuman
4859,2015-10-05,soda,Bahan dan Bumbu Makanan
2747,2015-08-30,melon,Buah-buahan
4172,2015-08-10,soda,Bahan dan Bumbu Makanan
1796,2015-08-15,bayam,Sayuran
2524,2015-05-12,bayam,Sayuran
3523,2015-01-04,cokelat,Buah-buahan
3761,2015-03-30,bayam,Sayuran
1830,2015-01-16,bayam,Sayuran
4144,2015-01-04,susu sapi,Makanan dan Minuman
3803,2015-01-27,apel,Buah-buahan
4503,2015-03-22,nanas,Buah-buahan
2055,2015-02-05,gurita,Ikan Segar
3634,2015-10-12,kangkung,Sayuran
4503,2015-09-08,air mineral,Makanan dan Minuman
3756,2015-02-12,nanas,Buah-buahan
3071,2015-06-13,mangga,Buah-buahan
3168,2015-12-16,kacang telur,Makanan dan Minuman
2301,2015-12-24,air mineral,Makanan dan Minuman
1270,2015-04-25,kopi instan,Makanan dan Minuman
3999,2015-11-15,minyak goreng,Bahan dan Bumbu Makanan
1603,2015-07-13,susu sapi,Makanan dan Minuman
3089,2015-02-16,buah jeruk,Buah-buahan
4671,2015-05-30,penyedap rasa,Bahan dan Bumbu Makanan
2985,2015-05-29,susu sapi,Makanan dan Minuman
3318,2015-07-21,melon,Buah-buahan
3954,2015-10-02,bawang merah,Sayuran
1048,2015-10-18,apel,Buah-buahan
3586,2015-05-24,wafel,Bahan dan Bumbu Makanan
4431,2015-11-16,daun singkong,Sayuran
3977,2015-04-16,yogurt,Makanan dan Minuman
1799,2015-06-13,ikan kaleng,Ikan Segar
2609,2015-08-26,kopi,Makanan dan Minuman
4187,2015-10-04,kunyit,Bahan dan Bumbu Makanan
3140,2015-11-02,mentega,Bahan dan Bumbu Makanan
4942,2015-11-23,keju,Makanan dan Minuman
3886,2015-11-18,susu sapi,Makanan dan Minuman
4453,2015-08-23,yogurt,Makanan dan Minuman
1056,2015-09-11,ikan tongkol,Ikan Segar
2700,2015-10-18,kunyit,Bahan dan Bumbu Makanan
1049,2015-05-09,rempah-rempah,Bahan dan Bumbu Makanan
2446,2015-07-29,apel,Buah-buahan
4864,2015-05-07,margarin,Bahan dan Bumbu Makanan
1483,2015-04-25,soda,Bahan dan Bumbu Makanan
4158,2015-12-26,ikan nila,Ikan Segar
2212,2015-10-28,ikan sarden,Ikan Segar
1142,2015-06-13,roti cokelat,Makanan dan Minuman
2273,2015-10-26,kepiting,Ikan Segar
3741,2015-01-23,tepung beras,Bahan dan Bumbu Makanan
3574,2015-06-20,anggur,Buah-buahan
3902,2015-11-29,susu sapi,Makanan dan Minuman
2169,2015-10-21,susu sapi,Makanan dan Minuman
3038,2015-11-01,wafel,Bahan dan Bumbu Makanan
2023,2015-07-02,ikan nila,Ikan Segar
1038,2015-10-04,cokelat,Buah-buahan
3998,2015-01-23,buah jeruk,Buah-buahan
3516,2015-12-13,tepung beras,Bahan dan Bumbu Makanan
1979,2015-09-09,kangkung,Sayuran
3635,2015-12-13,keju,Makanan dan Minuman
3966,2015-01-06,pare,Sayuran
1430,2015-12-11,yogurt,Makanan dan Minuman
2583,2015-03-26,nanas,Buah-buahan
2055,2015-07-07,bayam,Sayuran
1092,2015-03-07,bubur instan,Makanan dan Minuman
4138,2015-10-10,bayam,Sayuran
1515,2015-11-28,bawang merah,Sayuran
3481,2015-04-10,susu sapi,Makanan dan Minuman
2426,2015-02-06,roti bolu,Makanan dan Minuman
1886,2015-02-12,roti bolu,Makanan dan Minuman
4861,2015-09-13,bubuk puding,Bahan dan Bumbu Makanan
2946,2015-04-11,kangkung,Sayuran
2349,2015-07-17,kepiting,Ikan Segar
2326,2015-11-13,tepung beras,Bahan dan Bumbu Makanan
2910,2015-07-19,yogurt,Makanan dan Minuman
2103,2015-11-03,beras,Bahan dan Bumbu Makanan
3260,2015-02-12,susu sapi uht,Makanan dan Minuman
1893,2015-04-04,nastar,Makanan dan Minuman
3352,2015-08-11,seledri,Sayuran
4834,2015-04-27,beras,Bahan dan Bumbu Makanan
2476,2015-02-25,nanas,Buah-buahan
1013,2015-02-07,susu sapi,Makanan dan Minuman
3004,2015-10-02,bawang putih,Sayuran
1573,2015-01-21,minyak,Bahan dan Bumbu Makanan
2089,2015-10-31,ikan nila,Ikan Segar
3077,2015-01-19,ikan sarden,Ikan Segar
3900,2015-07-07,bawang merah,Sayuran
2470,2015-05-14,susu sapi,Makanan dan Minuman
4785,2015-04-04,pisang,Buah-buahan
2916,2015-04-19,kangkung,Sayuran
3179,2015-03-21,roti bolu,Makanan dan Minuman
2285,2015-12-16,apel,Buah-buahan
2617,2015-03-01,daun singkong,Sayuran
1945,2015-04-24,tepung beras,Bahan dan Bumbu Makanan
4601,2015-12-15,bayam,Sayuran
4722,2015-10-13,bayam,Sayuran
4605,2015-08-13,yogurt,Makanan dan Minuman
4971,2015-02-19,udang,Ikan Segar
4725,2015-01-09,belut,Ikan Segar
3872,2015-07-08,roti cokelat,Makanan dan Minuman
4280,2015-02-05,air mineral,Makanan dan Minuman
4544,2015-01-21,pare,Sayuran
4839,2015-03-06,pare,Sayuran
2785,2015-04-08,susu sapi,Makanan dan Minuman
1594,2015-01-23,yogurt,Makanan dan Minuman
4675,2015-01-16,roti bolu,Makanan dan Minuman
1321,2015-04-13,soda,Bahan dan Bumbu Makanan
1535,2015-03-07,tepung terigu,Bahan dan Bumbu Makanan
4437,2015-06-13,pare,Sayuran
2249,2015-05-29,air mineral,Makanan dan Minuman
1785,2015-07-24,beri,Buah-buahan
4635,2015-10-16,gula,Bahan dan Bumbu Makanan
4125,2015-06-14,bayam,Sayuran
3568,2015-11-08,daging sapi,Daging-dagingan
3575,2015-01-20,air mineral,Makanan dan Minuman
2691,2015-04-11,bayam,Sayuran
3571,2015-06-17,kangkung,Sayuran
4648,2015-03-08,air mineral,Makanan dan Minuman
2085,2015-03-25,nanas,Buah-buahan
4104,2015-01-01,soda,Bahan dan Bumbu Makanan
1143,2015-01-27,ikan salmon,Ikan Segar
2228,2015-05-30,bubur instan,Makanan dan Minuman
3746,2015-07-13,susu sapi,Makanan dan Minuman
3934,2015-03-27,tepung beras,Bahan dan Bumbu Makanan
1329,2015-03-29,kangkung,Sayuran
4689,2015-07-09,minyak goreng,Bahan dan Bumbu Makanan
3199,2015-12-24,beri,Buah-buahan
4778,2015-04-26,minyak,Bahan dan Bumbu Makanan
1146,2015-11-06,kepiting,Ikan Segar
4338,2015-11-10,kopi instan,Makanan dan Minuman
1345,2015-07-21,garam,Bahan dan Bumbu Makanan
4441,2015-09-11,roti bolu,Makanan dan Minuman
2540,2015-02-16,soda,Bahan dan Bumbu Makanan
1997,2015-06-06,air mineral,Makanan dan Minuman
2294,2015-07-26,kepiting,Ikan Segar
1523,2015-03-28,air mineral,Makanan dan Minuman
3165,2015-08-18,bayam,Sayuran
4831,2015-12-04,rempah-rempah,Bahan dan Bumbu Makanan
4073,2015-02-11,kepiting,Ikan Segar
3661,2015-07-25,bayam,Sayuran
2019,2015-09-10,roti cokelat,Makanan dan Minuman
1092,2015-05-16,daging bebek,Daging-dagingan
4078,2015-11-14,wortel,Sayuran
4753,2015-06-21,mentimun,Sayuran
1279,2015-10-09,susu sapi,Makanan dan Minuman
1012,2015-11-19,roti bolu,Makanan dan Minuman
2362,2015-11-23,buah jeruk,Buah-buahan
2789,2015-06-02,mentega,Bahan dan Bumbu Makanan
3229,2015-07-08,air mineral,Makanan dan Minuman
1715,2015-03-05,melon,Buah-buahan
4351,2015-01-16,apel,Buah-buahan
4397,2015-06-27,bayam,Sayuran
3653,2015-10-21,nanas,Buah-buahan
2730,2015-10-11,frozen food,Makanan dan Minuman
4321,2015-10-27,daging ayam,Daging-dagingan
1086,2015-11-17,soda,Bahan dan Bumbu Makanan
1708,2015-12-28,cokelat,Buah-buahan
4293,2015-08-24,bayam,Sayuran
4524,2015-04-22,soda,Bahan dan Bumbu Makanan
3783,2015-08-03,kerang,Ikan Segar
1460,2015-06-24,air mineral,Makanan dan Minuman
2960,2015-12-19,bayam,Sayuran
3442,2015-12-10,ikan sarden,Ikan Segar
4059,2015-07-05,tepung terigu,Bahan dan Bumbu Makanan
1822,2015-03-03,roti bolu,Makanan dan Minuman
1584,2015-10-07,bawang merah,Sayuran
1624,2015-04-02,kopi instan,Makanan dan Minuman
4877,2015-06-11,bayam,Sayuran
1567,2015-11-04,air mineral,Makanan dan Minuman
2018,2015-04-01,wortel,Sayuran
1182,2015-01-09,bubur instan,Makanan dan Minuman
3401,2015-02-08,kepiting,Ikan Segar
4547,2015-01-18,roti bolu,Makanan dan Minuman
3547,2015-10-21,bayam,Sayuran
4831,2015-06-04,yogurt,Makanan dan Minuman
2851,2015-01-01,wortel,Sayuran
3072,2015-02-28,ikan salmon,Ikan Segar
1398,2015-04-15,susu sapi,Makanan dan Minuman
1779,2015-10-28,roti bolu,Makanan dan Minuman
1823,2015-11-27,air mineral,Makanan dan Minuman
3360,2015-11-14,tepung beras,Bahan dan Bumbu Makanan
1565,2015-10-15,bayam,Sayuran
4321,2015-08-05,roti bolu,Makanan dan Minuman
1293,2015-05-03,nanas,Buah-buahan
3331,2015-07-25,bubur instan,Makanan dan Minuman
2408,2015-05-19,roti bolu,Makanan dan Minuman
2742,2015-10-10,ikan salmon,Ikan Segar
3934,2015-01-05,pisang,Buah-buahan
4742,2015-06-22,ikan nila,Ikan Segar
4405,2015-07-22,cokelat,Buah-buahan
3229,2015-03-25,tepung beras,Bahan dan Bumbu Makanan
2817,2015-12-22,daun singkong,Sayuran
2741,2015-02-17,daging kambing,Daging-dagingan
3562,2015-12-30,kacang telur,Makanan dan Minuman
4442,2015-10-06,udang,Ikan Segar
2022,2015-05-02,ikan nila,Ikan Segar
4380,2015-03-11,kopi,Makanan dan Minuman
3687,2015-12-22,seledri,Sayuran
2077,2015-07-05,mentega,Bahan dan Bumbu Makanan
3273,2015-03-15,nastar,Makanan dan Minuman
3736,2015-11-27,bayam,Sayuran
3190,2015-03-28,gurita,Ikan Segar
3295,2015-07-28,kerang,Ikan Segar
3276,2015-06-30,kangkung,Sayuran
4405,2015-06-01,susu sapi,Makanan dan Minuman
4266,2015-07-31,mentega,Bahan dan Bumbu Makanan
1372,2015-06-25,apel,Buah-buahan
1242,2015-12-13,gula,Bahan dan Bumbu Makanan
4820,2015-01-05,roti bolu,Makanan dan Minuman
4702,2015-08-11,roti cokelat,Makanan dan Minuman
3687,2015-07-16,marshmallow,Makanan dan Minuman
4115,2015-03-20,daun singkong,Sayuran
2236,2015-03-02,susu sapi,Makanan dan Minuman
1026,2015-03-15,permen,Makanan dan Minuman
2678,2015-03-20,susu sapi,Makanan dan Minuman
1934,2015-04-08,roti bolu,Makanan dan Minuman
3525,2015-02-14,daging ayam,Daging-dagingan
1354,2015-11-29,penyedap rasa,Bahan dan Bumbu Makanan
2782,2015-09-04,air mineral,Makanan dan Minuman
4456,2015-05-16,bawang merah,Sayuran
4869,2015-03-04,daun singkong,Sayuran
2454,2015-08-26,susu sapi uht,Makanan dan Minuman
4222,2015-08-20,daging sapi,Daging-dagingan
1358,2015-11-09,susu sapi,Makanan dan Minuman
3393,2015-02-15,nanas,Buah-buahan
